Store Code,POD code,Bills,Amount,Ave Bill
AH,C-07,471,371573,788.9
DO,E-06,6,4734,789
HM,E-05,140,110475,789.11
ET,H-05,535,422252,789.26
XT,C-03,200,157892,789.46
PV,E-02,498,393179,789.52
SD,C-05,1045,825159,789.63
TB,C-07,713,563061,789.71
MJ,2,18,14215,789.72
HS,H-06,695,549206,790.22
JS,F-01,527,416474,790.27
CA,F-05,919,726430,790.46
EG,C-05,25,19763,790.52
TB,G-05,110,86957,790.52
JL,G-06,93,73543,790.78
TK,C-04,2142,1694027,790.86
WT,H-09,272,215116,790.87
RL,H-04,488,385965,790.91
JI,H-05,438,346437,790.95
DL,E-05,253,200197,791.29
HX,F-12,60,47478,791.3
HX,G-07,179,141653,791.36
MO,D-03,49,38777,791.37
PD,99,2,1583,791.5
FS,X_99,2,1583,791.5
KD,E-02,245,193925,791.53
KW,I-07,11,8709,791.73
FY,J-06,232,183684,791.74
TE,F-04,241,190839,791.86
TF,L-06,717,567766,791.86
HF,E-03,1423,1127001,791.99
SQ,G-04,254,201169,792
CK,G-06,310,245529,792.03
LT,D-03,43,34058,792.05
MJ,I-09,30,23762,792.07
LD,G-07,80,63367,792.09
JG,D-06,243,192616,792.66
FH,E-05,505,400315,792.7
CU,G-07,445,352763,792.73
MD,Others,428,339315,792.79
WG,99,4,3172,793
CK,F-12,623,494037,793
XL,G-06,50,39654,793.08
OL,F-07,180,142762,793.12
JL,E-04,240,190409,793.37
YW,C-05,722,572845,793.41
WT,H-06,180,142842,793.57
YJ,I-05,406,322208,793.62
SW,E-04,148,117503,793.94
GM,2,1,794,794
WF,X-98,1,794,794
HK,D-07,253,200902,794.08
RL,G-08,229,181877,794.22
JA,D-05,172,136629,794.35
ET,F-04,233,185108,794.45
PW,F-05,954,757909,794.45
YL,E-04,57,45285,794.47
LQ,K-03,64,50857,794.64
LY,C-06,13,10331,794.69
MZ,X-98,7645,6076060,794.78
HS,G-08,704,559624,794.92
LT,Others,163,129580,794.97
YW,I-05,2,1590,795
WL,H-03,590,469065,795.03
SL,F-05,50,39752,795.04
TT,X-98,815,648130,795.25
DT,F-06,524,416731,795.29
PC,F-05,5,3977,795.4
NS,I-08,4,3182,795.5
TA,A-04,317,252176,795.51
HK,F-08,349,277655,795.57
NN,E-07,503,400323,795.87
TR,X-98,999,795125,795.92
MA,G-06,444,353448,796.05
PD,I-08,784,624120,796.07
DS,F-02,357,284229,796.16
HF,E-10,555,441955,796.32
FA,X-98,167,133027,796.57
XW,M-03,23,18322,796.61
KS,F-05,204,162512,796.63
LH,C-07,324,258109,796.63
YJ,F-06,449,357696,796.65
FA,Others,469,373663,796.72
YT,I-05,471,375293,796.8
PM,D-06,157,125118,796.93
SU,G-04,12,9564,797
DM,E-05,166,132304,797.01
HI,X-99,19,15150,797.37
NQ,I-04,42,33491,797.4
PZ,X-99,9,7177,797.44
XW,M-05,17,13557,797.47
HK,D-08,17,13558,797.53
DJ,B-05,1378,1098995,797.53
KD,C-07,586,467357,797.54
NL,E-04,1423,1135017,797.62
ML,X-98,496,395676,797.73
LQ,I-10,202,161155,797.8
RJ,H-06,431,343875,797.85
GH,2,8,6383,797.88
TW,C-05,320,255470,798.34
JI,F-04,631,503893,798.56
HU,F-03,75,59903,798.71
TY,C-05,328,262036,798.89
SH,G-03,741,592065,799.01
SS,G-10,1423,1137000,799.02
MY,F-06,198,158212,799.05
MT,G-05,502,401159,799.12
YL,D-09,94,75136,799.32
PJ,H-10,8,6395,799.38
DR,F-04,494,394971,799.54
PL,C-03,58,46378,799.62
TH,F-04,466,372678,799.74
TG,F-04,6,4799,799.83
IC,E-03,75,59997,799.96
RS,2,1,800,800
CJ,E-06,6,4801,800.17
ST,E-04,455,364155,800.34
KW,X-98,1583,1266932,800.34
KC,E-04,652,521833,800.36
LU,99,2,1601,800.5
CJ,B-02,703,562793,800.56
HK,D-04,113,90471,800.63
WL,C-05,416,333067,800.64
DS,D-05,1322,1058568,800.73
MD,C-04,38,30429,800.76
UM,D-02,6,4805,800.83
YW,I-09,2,1602,801
CJ,D-06,4,3204,801
TC,C-29,6,4807,801.17
CQ,C-10,305,244387,801.27
HK,E-08,302,242040,801.46
KZ,X-98,327,262086,801.49
LQ,X-99,2,1603,801.5
TY,D-03,1357,1087698,801.55
NQ,X-98,195,156345,801.77
MO,H-04,16,12836,802.25
WT,K-06,301,241518,802.39
KF,E-05,1794,1439628,802.47
HM,G-08,80,64200,802.5
JK,G-07,308,247207,802.62
TO,E-04,101,81081,802.78
HH,E-06,492,394985,802.82
CU,H-06,331,265775,802.95
XW,K-03,103,82705,802.96
LU,H-01,2,1606,803
TR,B-06,392,314792,803.04
BD,H-04,70,56219,803.13
PK,X-98,203,163047,803.19
ML,99,5,4016,803.2
TP,E-03,15,12048,803.2
NC,E-05,429,344724,803.55
YW,C-02,505,405818,803.6
LQ,J-08,35,28132,803.77
HX,G-11,87,69931,803.8
HN,C-04,360,289414,803.93
KT,E-03,1,804,804
WT,H-11,380,305549,804.08
WT,K-12,147,118225,804.25
JG,C-03,192,154420,804.27
XH,F-06,33,26542,804.3
WT,M-10,345,277572,804.56
TK,C-06,1067,858572,804.66
YJ,H-03,262,210836,804.72
JH,X-98,81,65194,804.86
MA,D-10,1178,948402,805.1
PZ,C-04,350,281819,805.2
HT,L-11,202,162657,805.23
PL,C-08,41,33015,805.24
JU,G-10,83,66840,805.3
YK,H-07,41,33018,805.32
KC,B-02,240,193293,805.39
LU,C-07,351,282745,805.54
LJ,X-98,109,87812,805.61
JG,H-05,78,62849,805.76
XL,H-07,81,65270,805.8
SK,G-03,14,11283,805.93
SP,F-05,744,599821,806.21
YG,C-04,557,449096,806.28
JU,E-08,187,150791,806.37
MA,D-04,903,728197,806.42
JU,E-99,2183,1760427,806.43
NQ,G-07,329,265379,806.62
TG,X-98,387,312178,806.66
LZ,C-06,110,88739,806.72
DC,D-04,32,25816,806.75
XW,L-07,19,15330,806.84
SK,G-04,294,237229,806.9
ML,L-03,102,82310,806.96
HJ,X-99,2,1614,807
TH,F-06,540,435819,807.07
JU,F-05,122,98475,807.17
FY,G-04,318,256684,807.18
FY,F-05,257,207449,807.19
NJ,I-03,25,20181,807.24
WQ,C-09,46,37134,807.26
HK,F-04,535,431941,807.37
YL,C-05,113,91234,807.38
CJ,D-05,531,428756,807.45
SW,E-03,85,68635,807.47
TG,D-07,44,35529,807.48
PS,H-10,4,3231,807.75
WZ,D-06,198,159941,807.78
TH,E-06,924,746476,807.87
JP,D-04,157,126837,807.88
KZ,C-08,393,317497,807.88
TI,E-05,317,256134,807.99
HF,X-98,1281,1035246,808.15
HR,E-04,26,21013,808.19
NJ,Others,369,298236,808.23
KG,X-98,188,151963,808.31
DJ,X-99,8,6468,808.5
PJ,E-07,126,101875,808.53
PE,H-04,314,253893,808.58
IC,A-03,580,469022,808.66
CQ,G-04,19,15365,808.68
PG,D-04,294,237796,808.83
JS,D-01,354,286353,808.91
CL,E-05,432,349455,808.92
KG,D-03,70,56635,809.07
YL,I-08,29,23467,809.21
TD,D-04,361,292241,809.53
DL,X-99,19,15382,809.58
UH,E-03,210,170013,809.59
AH,Others,316,255894,809.79
GS,L-06,328,265628,809.84
DT,C-03,769,622779,809.86
EH,C-07,165,133652,810.01
SH,A-04,772,625458,810.18
MH,X-98,28,22686,810.21
HU,I-03,176,142628,810.39
CU,E-05,440,356572,810.39
XH,E-02,130,105375,810.58
PL,D-06,44,35670,810.68
TR,Others,470,381019,810.68
TB,J-06,1487,1205491,810.69
LM,F-05,922,747643,810.89
TL,F-10,36,29199,811.08
DR,K-05,154,124914,811.13
JL,D-05,221,179279,811.22
LU,C-01,2,1623,811.5
HS,H-10,283,229735,811.78
TK,F-06,110,89303,811.85
QH,J-03,263,213525,811.88
UH,E-10,2,1624,812
YL,C-08,44,35728,812
HM,F-04,52,42234,812.19
YP,D-07,54,43859,812.2
DD,B-08,535,434666,812.46
DA,A-05,4,3250,812.5
PE,X-98,232,188509,812.54
NJ,C-07,231,187707,812.58
TR,C-03,723,587729,812.9
MG,E-03,399,324413,813.07
UH,D-04,441,358615,813.19
JW,F-04,287,233426,813.33
NZ,X-98,409,332660,813.35
MT,D-05,578,470133,813.38
LZ,C-07,48,39051,813.56
DC,B-06,144,117157,813.59
CM,M-14,3,2441,813.67
TI,C-03,1,814,814
DD,X-99,1,814,814
JB,J-04,323,262976,814.17
GH,B-04,169,137605,814.23
SM,I-06,436,355014,814.25
PK,F-07,584,475579,814.35
YD,D-03,172,140088,814.47
MZ,C-03,265,215834,814.47
TK,D-05,254,206915,814.63
LH,D-04,33,26886,814.73
JN,E-02,308,250970,814.84
JS,X-99,2,1630,815
SU,F-06,433,352974,815.18
HK,C-04,340,277230,815.38
CK,D-07,43,35063,815.42
YK,D-03,77,62790,815.45
NN,E-04,165,134557,815.5
HI,I-06,148,120708,815.59
FY,G-10,219,178620,815.62
LG,A-02,977,797187,815.95
HT,J-06,664,541869,816.07
DU,D-01,55,44887,816.13
KZ,D-07,50,40807,816.14
YL,H-04,50,40809,816.18
WJ,X-98,3008,2455207,816.23
WQ,D-07,75,61218,816.24
AN,Others,239,195117,816.39
JR,I-07,389,317619,816.5
DO,D-03,1317,1075517,816.64
CZ,D-07,353,288279,816.65
TF,I-08,562,458960,816.65
SQ,F-03,71,57993,816.8
EG,E-05,6,4902,817
LS,H-05,21,17157,817
TE,A-05,409,334234,817.2
EG,D-04,69,56396,817.33
BL,Others,279,228056,817.41
HK,D-06,263,215005,817.51
WL,C-03,1217,995111,817.68
TC,D-20,4,3271,817.75
JH,C-03,484,395952,818.08
SD,E-05,678,554737,818.2
KG,2,4,3273,818.25
SH,A-03,723,591717,818.42
IL,A-04,249,203879,818.79
XH,F-03,49,40121,818.8
YW,G-04,7,5732,818.86
PN,E-03,77,63052,818.86
MQ,X-98,61,49954,818.92
KZ,G3,1,819,819
DS,D-04,17,13925,819.12
XU,E-04,140,114718,819.41
UM,C-01,607,497543,819.68
JG,I-04,286,234448,819.75
TK,C-05,616,504982,819.78
TH,E-64,53,43453,819.87
ZH,C-04,75,61493,819.91
HG,99,1,820,820
MO,H-03,10,8203,820.3
NN,E-06,373,305974,820.31
HK,F-09,198,162437,820.39
CK,G-07,402,329864,820.56
AK,99,2,1642,821
HF,D-06,26,21347,821.04
LJ,I-03,657,539548,821.23
CU,C-05,499,409822,821.29
TA,B-05,1192,978975,821.29
SC,H-07,766,629127,821.31
JB,L-02,20,16431,821.55
DL,E-03,33,27111,821.55
WT,H-08,336,276242,822.15
DN,E-04,983,808204,822.18
LC,D-07,388,319019,822.21
FY,G-03,73,60028,822.3
MQ,E-04,1190,978968,822.66
JB,C-02,66,54311,822.89
TL,F-05,81,66677,823.17
BD,X-98,23,18936,823.3
MQ,C-04,1097,903498,823.61
TS,F-09,738,608050,823.92
JE,D-03,133,109585,823.95
HT,G8,1,824,824
HI,99,2,1648,824
XT,E-03,59,48620,824.07
TZ,E-06,349,287603,824.08
ET,F-07,583,480439,824.08
ZT,C-07,159,131040,824.15
WZ,M-11,118,97262,824.25
HM,C-04,47,38742,824.3
MO,D-06,26,21436,824.46
JB,K-01,274,226019,824.89
NJ,D-03,3,2475,825
KF,C-05,882,727676,825.03
LS,I-04,60,49503,825.05
CR,C-07,240,198011,825.05
SS,2,16,13203,825.19
MJ,B-01,730,602437,825.26
FA,D-03,611,504268,825.32
SM,99,1,826,826
MY,E-07,19,15696,826.11
SL,2,5,4132,826.4
PE,E-03,450,371956,826.57
PD,F-07,639,528188,826.59
CJ,D-03,709,586171,826.76
AK,J-05,110,90958,826.89
MJ,D-01,863,713637,826.93
CU,H-08,549,454010,826.98
PG,E-05,679,561646,827.17
TU,Others,194,160524,827.44
RM,J-08,42,34754,827.48
SU,H-05,11,9103,827.55
KG,G-05,234,193647,827.55
CM,G-04,37,30637,828.03
WZ,K-05,99,81988,828.16
HG,E-04,235,194617,828.16
LM,G-04,1157,958265,828.23
WQ,C-04,1077,892263,828.47
FS,G-10,680,563523,828.71
FH,D-04,171,141749,828.94
ST,G-06,529,438618,829.15
LD,J-05,119,98671,829.17
YG,E-05,157,130241,829.56
CQ,D-08,443,367534,829.65
KT,B-04,537,445529,829.66
DY,C-08,493,409113,829.84
PM,H-08,116,96264,829.86
KG,F-04,832,690641,830.1
QH,K-06,271,225057,830.47
TG,D-06,25,20762,830.48
TE,F-05,299,248339,830.57
KD,3,2,1662,831
PV,C-02,732,608309,831.02
YM,A-03,1492,1239964,831.08
SQ,E-03,242,201140,831.16
TC,F-02,376,312540,831.22
NY,X-99,5,4157,831.4
HD,D-03,492,409159,831.62
PM,F-05,389,323590,831.85
JP,C-05,756,628964,831.96
TS,C-09,87,72390,832.07
EG,F-04,159,132309,832.13
NN,E-08,99,82403,832.35
SK,U-08,291,242249,832.47
YL,C-04,33,27476,832.61
DZ,E-03,188,156535,832.63
YW,D-04,2389,1989371,832.72
FW,K-02,1144,952758,832.83
JD,G-05,68,56641,832.96
CG,E-05,17,14163,833.12
JI,J-04,333,277527,833.41
TL,I-06,2,1667,833.5
PT,D-08,10,8335,833.5
HM,H-08,68,56693,833.72
KT,E-02,1174,978886,833.8
MA,C-06,307,256094,834.18
MD,F-03,949,791898,834.46
PT,X-98,394,328781,834.47
RZ,I-07,135,112659,834.51
MT,E-03,504,420625,834.57
DM,K-06,361,301296,834.61
PN,D-08,306,255414,834.69
MA,D-03,600,500931,834.89
LY,D-05,373,311442,834.97
MS,F-08,73,60965,835.14
FY,E-07,148,123606,835.18
CT,X-98,586,489527,835.37
YL,D-10,38,31745,835.39
SL,99,5,4177,835.4
HI,H-03,311,260072,836.24
TH,E-31,95,79450,836.32
JG,F-03,322,269320,836.4
TE,B-02,300,250924,836.41
HN,D-04,583,487709,836.55
UM,F-06,2,1674,837
SK,J-04,22,18420,837.27
HZ,B-05,99,82893,837.3
UL,Others,172,144035,837.41
WQ,F-03,533,446573,837.85
CC,I-03,364,305022,837.97
TW,B-07,219,183537,838.07
PG,K-04,128,107277,838.1
FY,E-08,337,282445,838.12
NY,D-04,412,345368,838.27
RZ,G-05,771,646443,838.45
MO,F-03,23,19285,838.48
KF,D-05,783,656582,838.55
LD,G-11,415,348074,838.73
ET,X-98,689,577912,838.77
TE,B-01,541,454080,839.33
JI,E-05,354,297273,839.75
TW,G-09,779,654334,839.97
KZ,E8,1,840,840
MX,X-98,6,5040,840
JE,X-98,8,6723,840.38
JL,K-04,84,70593,840.39
ZU,D-06,171,143737,840.57
QX,F-05,31,26059,840.61
YM,X-98,37,31105,840.68
SD,2,4,3363,840.75
LQ,E-06,159,133698,840.87
MX,D-07,142,119416,840.96
BD,H-03,73,61402,841.12
YT,F-05,1432,1204493,841.13
CK,F-09,725,609868,841.2
HH,C-07,444,373498,841.21
KZ,G-03,87,73200,841.38
LT,99,2,1683,841.5
TI,C-04,201,169163,841.61
WG,C-03,200,168328,841.64
CA,F-04,729,613712,841.85
UH,H-07,136,114502,841.93
LQ,E-08,381,320793,841.98
CK,C-08,84,70750,842.26
JG,D-05,256,215628,842.3
CM,F-09,306,257818,842.54
JW,K-02,254,214026,842.62
LC,C-04,436,367451,842.78
SW,C-06,29,24456,843.31
KG,F-03,64,53974,843.34
TT,D-09,107,90237,843.34
DN,D-05,245,206635,843.41
HT,H-05,1038,875543,843.49
JA,C-03,83,70013,843.53
HZ,Others,1344,1134027,843.77
NL,E-03,673,567896,843.83
YK,D-06,14,11816,844
ML,F-09,99,83564,844.08
DT,F-04,597,504117,844.42
IL,B-06,7,5911,844.43
JB,K-03,157,132580,844.46
SS,J-08,698,589689,844.83
PV,E-03,88,74351,844.9
TC,H-01,2560,2163082,844.95
CT,G-05,1136,959953,845.03
RS,X-98,862,728533,845.17
DO,J-06,127,107375,845.47
MZ,D-01,13,10994,845.69
ML,L-05,181,153085,845.77
AP,B-08,4,3384,846
LC,D-05,230,194591,846.05
CC,I-02,495,418824,846.11
ST,C-06,316,267379,846.14
SQ,D-04,218,184476,846.22
CF,E-03,250,211566,846.26
KF,H-05,879,743921,846.33
SS,F-07,283,239616,846.7
FS,X-98,458,388128,847.44
PL,C-06,27,22883,847.52
SQ,F-06,123,104263,847.67
NA,M-09,266,225558,847.96
JB,M-04,296,250999,847.97
TB,C-06,723,613119,848.02
MS,D-08,133,112791,848.05
SP,2,4,3393,848.25
FS,D-09,536,454691,848.3
QH,X-98,358,303799,848.6
HU,G-05,121,102722,848.94
BD,I-07,15,12737,849.13
PK,H-07,761,646261,849.23
UC,C-03,216,183487,849.48
JD,H-03,375,318618,849.65
LI,B-04,856,727331,849.69
MJ,K-06,36,30599,849.97
FG,E-06,79,67161,850.14
TN,J-05,644,547582,850.28
ZS,D-06,153,130117,850.44
JC,D-08,8,6805,850.63
KD,C-03,222,188842,850.64
XT,C-04,155,131879,850.83
DJ,Others,236,200835,851
DT,H-08,328,279204,851.23
PG,E-06,195,165991,851.24
YM,A-02,187,159213,851.41
SA,G-09,336,286078,851.42
LJ,F-06,21,17882,851.52
PU,B-02,27,22992,851.56
ST,E-05,586,499111,851.73
BK,E-04,55,46853,851.87
UC,F-06,540,460014,851.88
PC,E-07,19,16186,851.89
SF,D-02,988,841667,851.89
MG,E-05,759,646650,851.98
DY,C-06,648,552266,852.26
WQ,X-99,18,15341,852.28
HS,F-10,236,201173,852.43
LY,G-08,70,59671,852.44
LG,B-04,189,161191,852.86
FD,2,4,3412,853
PL,C-05,72,61417,853.01
PK,I-08,72,61422,853.08
CA,F2,45,38401,853.36
YT,E-05,529,451473,853.45
JL,L-04,4,3415,853.75
YL,E-10,13,11099,853.77
PS,F-6,593,506526,854.18
LS,F-03,55,46981,854.2
HM,C-05,11,9400,854.55
PZ,D-03,53,45306,854.83
HJ,I-05,276,235945,854.87
SM,H-04,65,55577,855.03
ZK,G-06,195,166756,855.16
PL,B-07,82,70170,855.73
TP,C-03,61,52202,855.77
JD,G-04,253,216544,855.91
XT,C-02,74,63347,856.04
HM,H-04,103,88173,856.05
TZ,H-04,86,73635,856.22
DR,99,2,1713,856.5
SZ,E-05,324,277552,856.64
TO,D-05,3,2570,856.67
LZ,Others,103,88240,856.7
KD,C-04,361,309333,856.88
ST,F-07,949,813227,856.93
ML,M-01,10,8571,857.1
CR,D-07,603,516859,857.15
TC,H-02,72,61718,857.19
HM,E-08,21,18008,857.52
TT,D-05,47,40308,857.62
TD,F-02,255,218728,857.76
DX,D-09,985,845110,857.98
TT,D-13,5,4290,858
LM,H-04,1109,951803,858.25
UH,G-04,247,212024,858.4
SM,G-05,548,470502,858.58
JR,J-04,203,174303,858.64
UH,G-08,12,10305,858.75
SS,E-07,532,456854,858.75
LM,0,1,859,859
SS,I-06,1,859,859
MO,D-05,23,19767,859.43
TP,Others,23,19767,859.43
YD,X-98,336,288867,859.72
JD,Others,251,215803,859.77
LQ,99,1,860,860
JA,F-04,20,17200,860
TZ,G-04,302,259760,860.13
FS,E-08,309,265799,860.19
JC,C-06,88,75698,860.2
YL,H-06,118,101510,860.25
SU,Z-01,3,2581,860.33
YL,G-06,43,37006,860.6
GH,D-08,367,315898,860.76
HK,C-03,392,337501,860.97
YL,D-06,146,125749,861.29
YN,C-06,514,442719,861.32
ZY,7,2,1723,861.5
MA,B-06,344,296408,861.65
WJ,D-06,155,133572,861.75
KW,H-06,115,99126,861.97
WQ,F-07,162,139643,861.99
SU,K-08,2,1724,862
TH,G-05,307,264639,862.02
SW,I-05,43,37068,862.05
IL,B-04,99,85348,862.1
WL,C-06,144,124145,862.12
LC,99,4,3449,862.25
WZ,L-10,171,147444,862.25
KW,I-09,156,134521,862.31
BL,G-6,17,14662,862.47
FS,G-06,135,116443,862.54
NZ,F-08,366,315701,862.57
PM,E-09,6,5176,862.67
DY,H-08,1114,961245,862.88
PJ,H-08,281,242556,863.19
KC,E-05,291,251298,863.57
MD,2,1,864,864
WJ,F-05,19,16417,864.05
FS,H-06,334,288593,864.05
YW,C-03,1079,932656,864.37
PD,C-09,426,368241,864.42
LQ,G-09,104,89934,864.75
WT,L-10,134,115876,864.75
EG,X-98,17,14704,864.94
TS,D-04,3,2595,865
JC,B-06,146,126307,865.12
EH,C-03,96,83057,865.18
TA,B-01,605,523480,865.26
WQ,X-98,634,548588,865.28
YL,D-05,50,43275,865.5
CA,E-03,1668,1443729,865.54
MS,I-09,732,633587,865.56
DN,I-03,70,60608,865.83
ET,G-05,6,5199,866.5
DY,C-09,493,427251,866.63
CG,C-05,367,318105,866.77
JR,G-07,10,8669,866.9
PJ,99,4,3468,867
FY,H-06,141,122285,867.27
WF,E-09,1339,1161622,867.53
UH,D-03,496,430396,867.73
KW,E-09,2,1736,868
PC,F-08,11,9549,868.09
JI,D-06,353,306448,868.12
DL,K-04,27,23440,868.15
HD,C-06,491,426306,868.24
SK,J-07,128,111150,868.36
DR,L-04,291,252710,868.42
CF,C-05,86,74707,868.69
PS,F-07,1,869,869
YL,I-06,85,73876,869.13
PS,D-10,48,41720,869.17
TG,G-07,139,120817,869.19
XU,D-05,195,169519,869.33
TE,B-04,143,124326,869.41
UC,C-05,315,273971,869.75
YL,C-10,24,20878,869.92
JK,F-09,535,465521,870.13
TO,E-07,9,7833,870.33
WZ,M-08,73,63541,870.42
LD,X-98,842,733302,870.9
PU,X-99,4,3484,871
TW,E-09,385,335357,871.06
BT,C-02,37,32233,871.16
JS,H-01,594,517615,871.41
LC,C-03,404,352079,871.48
BD,Others,165,143814,871.6
DA,F-02,1561,1360789,871.74
MO,D-04,12,10462,871.83
TH,F-32,290,252941,872.21
LC,F-07,188,163987,872.27
LI,B-01,1043,909815,872.31
KD,Others,393,342878,872.46
FG,I-07,307,267873,872.55
FY,C-07,71,61964,872.73
YS,H-04,266,232189,872.89
EG,E-04,137,119591,872.93
LW,2,8,6985,873.13
TC,C-37,3,2620,873.33
XL,X-98,56,48921,873.59
HM,X-98,349,304910,873.67
KZ,C-05,30,26218,873.93
UC,F-05,160,139882,874.26
KZ,E-07,55,48085,874.27
CA,X-98,52,45463,874.29
MA,C-10,2,1749,874.5
WJ,Others,171,149581,874.74
GH,E-06,505,441804,874.86
EG,E-03,80,70001,875.01
YS,E-07,317,277492,875.37
WL,I-03,270,236376,875.47
AK,K-07,109,95495,876.1
PM,Others,257,225224,876.36
NS,Others,415,363715,876.42
MZ,H-03,205,179781,876.98
PU,C-02,1,877,877
SP,I-05,290,254367,877.13
SQ,G-03,116,101757,877.22
WZ,G-06,395,346578,877.41
JL,J-04,256,224661,877.58
PW,F-02,17,14920,877.65
FD,99,4,3511,877.75
FH,E-07,440,386282,877.91
SS,I-08,334,293365,878.34
TO,F-03,54,47435,878.43
HD,E-02,420,369025,878.63
TT,E-07,85,74686,878.66
YT,D-05,1069,939435,878.8
SL,B-04,137,120488,879.47
JE,D-04,86,75651,879.66
SN,X-98,25,21999,879.96
UC,J-05,609,536026,880.17
TA,D-01,1139,1002652,880.29
HX,E-09,110,96845,880.41
SP,G-04,910,801552,880.83
XT,E-04,19,16737,880.89
HK,G-06,12,10571,880.92
SD,D-06,336,295990,880.92
HM,I-08,37,32605,881.22
TG,H-08,40,35249,881.23
JL,F-05,4,3525,881.25
NA,G-06,267,235325,881.37
XW,L-06,23,20273,881.43
NS,E-04,97,85502,881.46
PW,L-04,2,1764,882
TT,D-11,38,33541,882.66
MT,X-99,3,2648,882.67
HH,G-06,148,130660,882.84
KF,E-07,2348,2073097,882.92
ZS,99,1,883,883
CX,C-03,943,832740,883.08
HX,E-10,168,148391,883.28
NA,X-98,287,253505,883.29
JD,H-05,40,35344,883.6
TL,E-06,246,217365,883.6
MY,X-98,7,6186,883.71
WQ,C-07,113,99930,884.34
NN,E-03,129,114199,885.26
XW,J-05,19,16824,885.47
HL,G-04,1041,922126,885.81
JG,E-07,44,38987,886.07
LD,F-09,237,210038,886.24
SM,X-98,17,15068,886.35
CP,B-05,747,662281,886.59
YW,D-02,1047,928271,886.6
CF,C-08,287,254497,886.75
SK,D-05,103,91354,886.93
MY,F-05,25,22179,887.16
CT,X-99,45,39936,887.47
TE,C-04,278,246893,888.1
FG,I-05,185,164343,888.34
RJ,H-05,96,85288,888.42
AN,D-06,1,889,889
DL,D-04,387,344186,889.37
NC,K-07,478,425175,889.49
LZ,F-03,247,219717,889.54
KZ,G-04,43,38261,889.79
HH,C-05,1438,1280278,890.32
SP,C-03,209,186118,890.52
DU,C-03,49,43638,890.57
LQ,X-98,63,56122,890.83
SA,F-11,41,36535,891.1
AP,H-06,178,158649,891.29
CU,I-03,410,365509,891.49
UG,I-05,2,1784,892
QH,J-06,182,162412,892.37
TK,D-03,279,249166,893.07
JG,E-02,24,21436,893.17
UC,E-06,138,123267,893.24
PZ,C-05,272,242961,893.24
HN,D-08,179,159959,893.63
DJ,B-11,115,102771,893.66
YG,E-03,154,137671,893.97
ZK,E-07,7,6262,894.57
NN,C-03,215,192417,894.96
SS,G-07,546,488828,895.29
WF,Others,312,279425,895.59
CL,C-03,860,770401,895.82
HU,F-06,16,14334,895.88
TD,F-03,536,480319,896.12
TW,X-98,163,146087,896.24
HS,X-98,232,208033,896.69
TU,C-03,331,296825,896.75
PM,E-06,199,178483,896.9
TZ,E-03,123,110324,896.94
NJ,G-03,615,551705,897.08
JC,D-04,121,108579,897.35
KZ,E9,3,2694,898
ET,E-04,198,177805,898.01
SQ,E-04,12,10778,898.17
BD,I-05,39,35030,898.21
AN,D-02,1459,1310521,898.23
YW,G-05,5,4492,898.4
TD,B-03,393,353085,898.44
ZS,H-05,135,121295,898.48
SU,X-98,603,541798,898.5
PH,E-03,661,593946,898.56
RZ,J-08,67,60211,898.67
TL,C-04,141,126712,898.67
DY,C-07,458,411659,898.82
KZ,E-08,127,114169,898.97
GM,X-98,1,899,899
CM,G-07,392,352423,899.04
WF,H-07,189,170111,900.06
TT,C-05,86,77448,900.56
NZ,D-07,586,527906,900.86
TY,F-03,255,229796,901.16
SU,D-04,632,569820,901.61
LZ,H-07,3,2705,901.67
DO,C-03,84,75740,901.67
CK,C-07,307,276969,902.18
GS,B-05,10,9025,902.5
TG,Others,153,138083,902.5
BL,E-6,19,17154,902.84
JR,F-04,1985,1792859,903.2
EG,C-03,38,34326,903.32
PC,E-03,352,318214,904.02
TW,D-06,183,165480,904.26
LZ,G-05,44,39788,904.27
OL,D-05,26,23512,904.31
SD,A-04,161,145686,904.88
PG,Others,161,145728,905.14
RJ,X-98,52,47072,905.23
JN,D-01,109,98713,905.62
QX,E-04,205,185675,905.73
MD,G-05,387,350519,905.73
JK,7,4,3623,905.75
TT,E-06,53,48011,905.87
LD,F-07,21,19026,906
DO,F-06,433,392332,906.08
JW,99,3,2719,906.33
KT,D-04,1262,1144222,906.67
TC,F-03,253,229452,906.92
LY,Others,216,195926,907.06
DL,D-05,105,95339,907.99
HU,I-04,69,62652,908
FY,F-06,117,106237,908.01
NA,I-05,113,102660,908.5
JC,E-05,52,47244,908.54
KC,D-03,799,726121,908.79
MA,G-05,371,337166,908.8
LD,B-01,41,37270,909.02
DT,H-05,312,283704,909.31
HJ,J-03,240,218364,909.85
CU,J-03,229,208369,909.91
UG,F-03,572,520770,910.44
JC,X-98,91,82881,910.78
TH,99,6,5465,910.83
KZ,D-08,1254,1143252,911.68
TY,C-03,433,394789,911.75
YL,F-09,177,161525,912.57
FH,E-06,437,398831,912.66
MZ,C-01,101,92185,912.72
TB,F-06,237,216328,912.78
YL,F-08,66,60247,912.83
RZ,F-05,73,66671,913.3
FS,C-06,273,249479,913.84
BL,C-5,122,111495,913.89
TS,E-04,184,168181,914.03
QX,F-03,11,10055,914.09
BT,F-06,333,304876,915.54
KZ,99,7,6409,915.57
YK,H-02,205,187693,915.58
TZ,X-98,84,76913,915.63
MY,E-04,14,12819,915.64
